[15-Nov-25 14:13:00] Open DHCP Server Version 1.84 Linux Build 1058 Starting...
[15-Nov-25 14:13:02] Starting DHCP Service
[15-Nov-25 14:13:03] Logging: Normal
[15-Nov-25 14:13:03] icon file: /home/tando/Scriptsie/opendhcp/opendhcp.png
[15-Nov-25 14:13:03] exe file: /home/tando/Scriptsie/opendhcp/opendhcpd
[15-Nov-25 14:13:03] ini file: /home/tando/Scriptsie/opendhcp/opendhcp.ini
[15-Nov-25 14:13:03] log file: /home/tando/Scriptsie/opendhcp/log/opendhcp%Y%m%d.log
[15-Nov-25 14:13:03] state file: /home/tando/Scriptsie/opendhcp/opendhcp.state
[15-Nov-25 14:13:03] Default Lease: 36000 (sec)
[15-Nov-25 14:13:03] Server Name: tando-Latitude-5480
[15-Nov-25 14:13:03] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 14:13:03] Listening On: 192.168.7.1
[15-Nov-25 14:13:17] HTTP Client 192.168.7.1, Message Receive failed, WSAError 0
[15-Nov-25 14:14:18] HTTP Client 192.168.7.1, Message Receive failed
[15-Nov-25 21:53:11] No Static Interface ready, Waiting...
[15-Nov-25 21:53:31] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 21:53:31] Server Name: tando-Latitude-5480
[15-Nov-25 21:53:31] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 21:53:31] Listening On: 192.168.7.1
[15-Nov-25 22:25:51] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 22:25:55] Server Name: tando-Latitude-5480
[15-Nov-25 22:25:55] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 22:25:55] Listening On: 192.168.7.1
[15-Nov-25 22:26:15] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 22:26:17] Server Name: tando-Latitude-5480
[15-Nov-25 22:26:17] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 22:26:17] Listening On: 192.168.7.1
[15-Nov-25 23:02:37] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 23:02:41] Server Name: tando-Latitude-5480
[15-Nov-25 23:02:41] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 23:02:41] Listening On: 192.168.7.1
[15-Nov-25 23:05:01] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 23:05:04] Server Name: tando-Latitude-5480
[15-Nov-25 23:05:04] Listening On: 192.168.7.1
[15-Nov-25 23:05:04] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 23:11:44] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 23:11:46] Server Name: tando-Latitude-5480
[15-Nov-25 23:11:46] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 23:11:46] Listening On: 192.168.7.1
[15-Nov-25 23:12:26] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 23:12:28] Server Name: tando-Latitude-5480
[15-Nov-25 23:12:28] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 23:12:28] Listening On: 192.168.7.1
[15-Nov-25 23:13:28] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 23:13:30] Server Name: tando-Latitude-5480
[15-Nov-25 23:13:30] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 23:13:30] Listening On: 192.168.7.1
[15-Nov-25 23:17:30] Network changed, re-detecting Listening Interfaces..
[15-Nov-25 23:17:32] Lease Status URL: http://192.168.7.1:6789
[15-Nov-25 23:17:32] Listening On: 192.168.7.1
[15-Nov-25 23:17:32] Server Name: tando-Latitude-5480
Logging Continued on file /home/tando/Scriptsie/opendhcp/log/opendhcp20251116.log
